parent_id,method,matrix_count,direction_repeat,training_repeat,status,parameter_success,output_l1_error,coefficient_l1_norm,joint_parameter_error,angular_gaussian_nmse,logical_learning_queries,minimum_hidden_weight,run_id
T512_seed0,random_64_gaussian_ols,12,0,1,complete,False,0.21604705557772508,1.0090099348897756,0.21604705557772508,0.009244558666033683,31193041414,-0.03988677821766305,T512_seed0_repeat0_M12_random_64_OLS1
T512_seed0,random_64_gaussian_ols_abs,12,0,1,complete,False,0.16713042452091087,1.102838099401882,0.16713042452091087,0.009221020209960525,31193041414,0.03693994725092353,T512_seed0_repeat0_M12_random_64_OLS1_abs
T512_seed0,random_64_gaussian_ols,12,1,1,complete,False,0.21139682091483497,1.0099600318780957,0.21139682091483497,0.009243989807902704,31193041414,-0.04034019150144781,T512_seed0_repeat1_M12_random_64_OLS1
T512_seed0,random_64_gaussian_ols_abs,12,1,1,complete,False,0.16370062802170515,1.104985385027567,0.16370062802170515,0.009220211725203077,31193041414,0.03732851279242636,T512_seed0_repeat1_M12_random_64_OLS1_abs
T512_seed0,random_64_gaussian_ols,12,2,1,complete,False,0.20848919578846353,1.0106697452406275,0.20848919578846353,0.009242971450148824,31193041414,-0.03786562740517666,T512_seed0_repeat2_M12_random_64_OLS1
T512_seed0,random_64_gaussian_ols_abs,12,2,1,complete,False,0.16272640668940902,1.1004343857200098,0.16272640668940902,0.009220505957918549,31193041414,0.03519989517442458,T512_seed0_repeat2_M12_random_64_OLS1_abs
T512_seed0,random_64_gaussian_ols,12,3,1,complete,False,0.20095385514126052,1.0121959877491045,0.20095385514126052,0.009242420925639119,31193041414,-0.04004412607853327,T512_seed0_repeat3_M12_random_64_OLS1
T512_seed0,random_64_gaussian_ols_abs,12,3,1,complete,False,0.1566422831283485,1.107076085998758,0.1566422831283485,0.009218797339019758,31193041414,0.03707486494604522,T512_seed0_repeat3_M12_random_64_OLS1_abs
T512_seed0,random_64_gaussian_ols,12,4,1,complete,False,0.20737145999681633,1.0106147023799932,0.20737145999681633,0.009242738950596538,31193041414,-0.03909602145748355,T512_seed0_repeat4_M12_random_64_OLS1
T512_seed0,random_64_gaussian_ols_abs,12,4,1,complete,False,0.1586732122250285,1.1027103330915087,0.1586732122250285,0.009219631915905298,31193041414,0.03626072156105395,T512_seed0_repeat4_M12_random_64_OLS1_abs
T512_seed0,random_64_gaussian_ols,12,0,2,complete,False,0.1714174967165169,0.9675810614082638,0.1714174967165169,0.007747945196037273,31193041414,-0.03988677821766305,T512_seed0_repeat0_M12_random_64_OLS2
T512_seed0,random_64_gaussian_ols_abs,12,0,2,complete,False,0.13847346278903683,1.0635268967276437,0.13847346278903683,0.007725510292731273,31193041414,0.03693994725092353,T512_seed0_repeat0_M12_random_64_OLS2_abs
T512_seed0,random_64_gaussian_ols,12,1,2,complete,False,0.16699179755477334,0.9686433476671505,0.16699179755477334,0.007747018252117008,31193041414,-0.04034019150144781,T512_seed0_repeat1_M12_random_64_OLS2
T512_seed0,random_64_gaussian_ols_abs,12,1,2,complete,False,0.135294341315508,1.0658126121984972,0.135294341315508,0.007724359207985353,31193041414,0.03732851279242636,T512_seed0_repeat1_M12_random_64_OLS2_abs
T512_seed0,random_64_gaussian_ols,12,2,2,complete,False,0.1640740208825499,0.9695628954635342,0.1640740208825499,0.007745570652275022,31193041414,-0.03786562740517666,T512_seed0_repeat2_M12_random_64_OLS2
T512_seed0,random_64_gaussian_ols_abs,12,2,2,complete,False,0.1343595026811762,1.061351665396786,0.1343595026811762,0.0077241644797935985,31193041414,0.03519989517442458,T512_seed0_repeat2_M12_random_64_OLS2_abs
T512_seed0,random_64_gaussian_ols,12,3,2,complete,False,0.15697881745936654,0.9711964955454833,0.15697881745936654,0.007744556605461994,31193041414,-0.04004412607853327,T512_seed0_repeat3_M12_random_64_OLS2
T512_seed0,random_64_gaussian_ols_abs,12,3,2,complete,False,0.12874244083790903,1.0682151110175904,0.12874244083790903,0.007722054319319796,31193041414,0.03707486494604522,T512_seed0_repeat3_M12_random_64_OLS2_abs
T512_seed0,random_64_gaussian_ols,12,4,2,complete,False,0.1631349058793436,0.9694370691289311,0.1631349058793436,0.007745102726681775,31193041414,-0.03909602145748355,T512_seed0_repeat4_M12_random_64_OLS2
T512_seed0,random_64_gaussian_ols_abs,12,4,2,complete,False,0.13041583631188186,1.0636112441960381,0.13041583631188186,0.007723078193458555,31193041414,0.03626072156105395,T512_seed0_repeat4_M12_random_64_OLS2_abs
